File,L_taps,mu,tau_v_samples,tau_q_samples,W_X,W_Y,W_Z,BPR_Single_dB,BPR_Dual_dB,BPR_gain_dB,MSE_BL_Single,MSE_BL_Dual,PCC_Single,PCC_Dual,Retention_Single_%,Retention_Dual_%,Retention_gain_pp
s10_run.csv,64,0.3,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,0.7438810338091785,7.582353616284042,6.838472582474863,0.011929998814871539,0.002470547123802815,0.38476672014277846,0.4054856871456082,99.87937273823884,99.87937273823884,0.0
s10_sit.csv,128,0.3,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,6.904044208117844,8.306168377764449,1.402124169646605,0.0005141501558848505,0.00037228672851939243,0.37105764298975025,0.39427789344542696,100.0,100.0,0.0
s10_walk.csv,128,0.3,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,5.18389377099385,12.9108469095541,7.72695313856025,0.0020263863555207784,0.000342000654828438,0.39761273566289596,0.4169913122374191,100.0,100.0,0.0
s10_run.csv,128,0.3,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,4.270304461844013,9.05510082248073,4.784796360636717,0.005296610750509135,0.0017600233170498047,0.4061220924941729,0.4149578685730852,99.87937273823884,99.87937273823884,0.0
s10_sit.csv,256,0.3,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,7.17342965923573,9.442617530104156,2.2691878708684268,0.00048322726084398435,0.00028657126378879046,0.3900398589440644,0.405516938829274,100.0,100.0,0.0
s10_walk.csv,256,0.3,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,9.481072917184918,16.018406056820513,6.537333139635596,0.0007533630879350883,0.00016721337841578695,0.41731496711968785,0.419197578371385,100.0,100.0,0.0
s10_run.csv,256,0.3,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,10.01132334750201,11.25731413590109,1.2459907883990802,0.0014121998755514226,0.0010599785819405115,0.41734808154565267,0.41863741921969055,99.87937273823884,99.87937273823884,0.0
s10_sit.csv,1,0.5,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,9.404358511985116,10.976031177812004,1.5716726658268882,0.00028910695581229316,0.00020132201731821236,0.3360362393471721,0.2521013184210924,100.0,99.66887417218543,-0.33112582781457434
s10_walk.csv,1,0.5,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,14.606684403926275,9.213006024353948,-5.393678379572327,0.00023144254035284382,0.0008013293076895387,0.3405171122139038,0.2451547889802104,99.43502824858757,99.71751412429379,0.28248587570621453
s10_run.csv,1,0.5,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,14.930627292393186,7.38950234284501,-7.541124949548176,0.0004549522044766658,0.002582725613097196,0.34622905432636036,0.22778470351309899,99.1556091676719,99.63811821471653,0.4825090470446298
s10_sit.csv,16,0.5,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,2.2240268432377888,6.68187365636075,4.457846813122961,0.0015103990676135215,0.0005411367475493488,0.16774633775623202,0.199559356362413,94.20529801324503,98.17880794701986,3.973509933774835
s10_walk.csv,16,0.5,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,3.3277720218860396,10.22687494273942,6.89910292085338,0.0031069511680123516,0.0006344890549931338,0.22900763622622058,0.23621197823854728,98.72881355932203,100.0,1.2711864406779654
s10_run.csv,16,0.5,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,2.2296853250286683,7.538486572561615,5.308801247532946,0.008473444152000456,0.0024956279822406884,0.2294178379976759,0.2278736506522483,98.06996381182147,99.87937273823884,1.809408926417376
s10_sit.csv,64,0.5,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,8.297898441232721,9.712945117378247,1.4150466761455256,0.0003729963209651124,0.00026927738436610064,0.19863191026648644,0.2310766850338475,99.00662251655629,100.0,0.9933774834437088
s10_walk.csv,64,0.5,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,4.5831200355819215,11.346467856408236,6.763347820826314,0.0023270173753298226,0.0004903033304954688,0.21702555272235616,0.246517760502941,99.85875706214689,100.0,0.14124293785310726
s10_run.csv,64,0.5,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,1.913486935767095,9.421809443803653,7.508322508036558,0.009113386944163606,0.0016175121787695079,0.23460576616477472,0.2516748034210917,99.75874547647769,99.75874547647769,0.0
s10_sit.csv,128,0.5,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,8.686125756961872,10.080681977533612,1.3945562205717401,0.0003411000762585278,0.00024741509568026527,0.22407173574787775,0.25191262635911504,100.0,100.0,0.0
s10_walk.csv,128,0.5,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,7.138214937285152,15.433521490138238,8.295306552853086,0.0012920821767073846,0.00019131960631665364,0.24082570976081075,0.25553449223080427,100.0,100.0,0.0
s10_run.csv,128,0.5,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,5.891306029795827,11.090236202684672,5.198930172888844,0.00364668206273302,0.0011015516955089873,0.25405457524961134,0.25932822903238806,99.87937273823884,99.87937273823884,0.0
s10_sit.csv,256,0.5,-101,40,0.2325103371032325,0.33415286937873845,0.4333367935180291,9.382552577427333,12.098640251899237,2.716087674471904,0.0002905622127831327,0.00015546418894501446,0.24552478321677798,0.26050710448898434,100.0,100.0,0.0
s10_walk.csv,256,0.5,23,150,0.2980700795884206,0.3509649602057897,0.3509649602057897,12.045697350996491,19.149077723135115,7.1033803721386235,0.00041738985952514626,8.132121377754924e-05,0.25866284969170694,0.25681833747396654,100.0,100.0,0.0
s10_run.csv,256,0.5,4,-78,0.13081191421781935,0.5046881507884196,0.36449993499376104,12.246313110318019,13.728586073449723,1.4822729631317042,0.0008441063986455056,0.0006000257602526266,0.25837979198840705,0.2610288523353288,99.87937273823884,99.87937273823884,0.0
